date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:28:50	18626/18626	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202024%2007:58:49%20GMT	http://zinfotec.com/robots.txt		(from )
13:28:51	40312/40312	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202024%2007:58:49%20GMT	http://zinfotec.com/	C:/xampp/htdocs/zinfotec/zinfotec.com/index.html	(from )
13:28:54	5920/5920	---M-Z	200	added ('OK')	text/css	etag:%220357561a2ed81:0%22	http://zinfotec.com/public/assets/css/flaticon.css	C:/xampp/htdocs/zinfotec/zinfotec.com/public/assets/css/flaticon.css	(from http://zinfotec.com/)
13:28:57	163864/163864	---MCZ	200	added ('OK')	text/css	etag:%220357561a2ed81:0%22	http://zinfotec.com/public/assets/css/bootstrap.min.css	C:/xampp/htdocs/zinfotec/zinfotec.com/public/assets/css/bootstrap.min.css	(from http://zinfotec.com/)
13:28:57	3357/3357	---M-Z	200	added ('OK')	text/css	etag:%2203088571a2ed81:0%22	http://zinfotec.com/public/assets/css/owl.carousel.min.css	C:/xampp/htdocs/zinfotec/zinfotec.com/public/assets/css/owl.carousel.min.css	(from http://zinfotec.com/)
13:28:59	15880/15880	---M-Z	200	added ('OK')	text/css	etag:%2205db9581a2ed81:0%22	http://zinfotec.com/public/assets/css/swiper-min.css	C:/xampp/htdocs/zinfotec/zinfotec.com/public/assets/css/swiper-min.css	(from http://zinfotec.com/)
13:28:59	96423/96423	---MCZ	200	added ('OK')	text/css	etag:%2203088571a2ed81:0%22	http://zinfotec.com/public/assets/css/remixicon.css	C:/xampp/htdocs/zinfotec/zinfotec.com/public/assets/css/remixicon.css	(from http://zinfotec.com/)
13:28:59	5259/5259	---M-Z	200	added ('OK')	text/css	etag:%2203088571a2ed81:0%22	http://zinfotec.com/public/assets/css/magnific-popup.min.css	C:/xampp/htdocs/zinfotec/zinfotec.com/public/assets/css/magnific-popup.min.css	(from http://zinfotec.com/)
13:29:00	13058/13058	---M-Z	200	added ('OK')	text/css	etag:%220357561a2ed81:0%22	http://zinfotec.com/public/assets/css/fancybox.css	C:/xampp/htdocs/zinfotec/zinfotec.com/public/assets/css/fancybox.css	(from http://zinfotec.com/)
13:29:01	26053/26053	---M-Z	200	added ('OK')	text/css	etag:%220357561a2ed81:0%22	http://zinfotec.com/public/assets/css/aos.css	C:/xampp/htdocs/zinfotec/zinfotec.com/public/assets/css/aos.css	(from http://zinfotec.com/)
